,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Index
2020-01-02,60.24,60.97,60.22,60.84,53.6668879405193,17713404,0.0000,1.0,Semiconductors
2020-01-03,59.81,60.7,59.81,60.1,53.0141348656346,15298577,0.0000,1.0,Semiconductors
2020-01-06,59.59,60.2,59.33,59.93,52.8641780781611,17759137,0.0000,1.0,Semiconductors
2020-01-07,59.78,59.8,58.89,58.93,51.9820793283169,21960524,0.0000,1.0,Semiconductors
2020-01-08,58.89,59.32,58.52,58.97,52.0173632783107,23138274,0.0000,1.0,Semiconductors
2020-01-09,59.05,59.51,58.83,59.3,52.3084558657592,18818492,0.0000,1.0,Semiconductors
2020-01-10,59.57,60.08,58.87,58.94,51.9909003158153,15201929,0.0000,1.0,Semiconductors
2020-01-13,59.17,59.78,59.08,59.59,52.564264503214,16346337,0.0000,1.0,Semiconductors
2020-01-14,59.49,59.74,59.19,59.43,52.423128703239,17092446,0.0000,1.0,Semiconductors
2020-01-15,59.3,59.65,58.75,58.94,51.9909003158153,18498803,0.0000,1.0,Semiconductors
2020-01-16,59.26,59.84,59.07,59.66,52.6260114157031,21365530,0.0000,1.0,Semiconductors
2020-01-17,59.98,60.0,59.24,59.6,52.5730854907125,21803446,0.0000,1.0,Semiconductors
2020-01-21,59.81,61.25,59.79,60.55,53.4110793030644,28313385,0.0000,1.0,Semiconductors
2020-01-22,61.04,62.85,60.97,62.73,55.3340545777247,29475122,0.0000,1.0,Semiconductors
2020-01-23,62.86,63.71,62.81,63.32,55.8544928401328,42778737,0.0000,1.0,Semiconductors
2020-01-24,66.57,69.29,66.46,68.47,60.3973014018303,84711037,0.0000,1.0,Semiconductors
2020-01-27,66.72,67.42,65.6,65.69,57.9450668772635,30764002,0.0000,1.0,Semiconductors
2020-01-28,66.5,67.58,65.94,67.31,59.374066852011,30915394,0.0000,1.0,Semiconductors
2020-01-29,67.63,68.06,66.17,66.33,58.5096100771637,18076688,0.0000,1.0,Semiconductors
2020-01-30,65.64,66.5,64.93,66.47,58.6331039021419,18522360,0.0000,1.0,Semiconductors
2020-01-31,65.8,65.98,63.67,63.93,56.3925730775377,25268428,0.0000,1.0,Semiconductors
2020-02-03,64.46,65.04,64.3,64.42,56.8248014649614,16654563,0.0000,1.0,Semiconductors
2020-02-04,65.77,66.06,64.92,65.46,57.7421841647993,20970754,0.0000,1.0,Semiconductors
2020-02-05,66.69,67.6,66.13,67.34,59.4005298145064,23401417,0.0000,1.0,Semiconductors
2020-02-06,67.3,67.4,66.77,67.09,59.4710977144939,17408038,0.3300,1.0,Semiconductors
2020-02-07,66.86,67.3,66.01,66.02,58.5226094963614,18134646,0.0000,1.0,Semiconductors
2020-02-10,65.56,66.4,65.44,66.39,58.8505914035661,22299288,0.0000,1.0,Semiconductors
2020-02-11,66.83,67.71,66.57,67.41,59.7547577423466,17975623,0.0000,1.0,Semiconductors
2020-02-12,67.6,68.09,67.31,67.46,59.7990796216986,15586600,0.0000,1.0,Semiconductors
2020-02-13,66.99,67.65,66.74,67.44,59.7813508699578,11602733,0.0000,1.0,Semiconductors
2020-02-14,67.52,67.86,66.82,67.27,59.630656480161,13405451,0.0000,1.0,Semiconductors
2020-02-18,66.66,66.69,65.88,66.14,58.6289820068062,12766566,0.0000,1.0,Semiconductors
2020-02-19,66.39,67.2,66.18,67.11,59.4888264662347,13551202,0.0000,1.0,Semiconductors
2020-02-20,67.04,67.29,64.56,65.45,58.0173400717488,26452594,0.0000,1.0,Semiconductors
2020-02-21,65.18,65.25,64.04,64.34,57.0333943501347,20780465,0.0000,1.0,Semiconductors
2020-02-24,61.61,62.77,61.32,61.76,54.7463853755722,26903117,0.0000,1.0,Semiconductors
2020-02-25,61.99,62.28,59.46,59.73,52.9469170738816,34495728,0.0000,1.0,Semiconductors
2020-02-26,60.11,60.82,59.27,59.65,52.8760020669185,26217740,0.0000,1.0,Semiconductors
2020-02-27,57.93,58.51,55.8,55.83,49.4898104844268,42226859,0.0000,1.0,Semiconductors
2020-02-28,54.3,56.38,53.6,55.52,49.2150148324445,60727999,0.0000,1.0,Semiconductors
2020-03-02,55.79,58.22,54.52,58.18,51.5729388139701,43140304,0.0000,1.0,Semiconductors
2020-03-03,58.03,59.02,55.4,55.97,49.6139117466123,49740276,0.0000,1.0,Semiconductors
2020-03-04,57.01,58.71,56.16,58.68,52.01615760749,29223071,0.0000,1.0,Semiconductors
2020-03-05,57.06,58.66,56.61,56.96,50.4914849577817,29099163,0.0000,1.0,Semiconductors
2020-03-06,55.18,56.01,54.54,55.77,49.4366242292044,36259158,0.0000,1.0,Semiconductors
2020-03-09,51.92,52.71,50.0,50.85,45.0753513009691,56196983,0.0000,1.0,Semiconductors
2020-03-10,52.76,54.0,50.43,53.98,47.8499009484033,36568951,0.0000,1.0,Semiconductors
2020-03-11,52.39,53.54,51.01,51.66,45.7933657464712,38573961,0.0000,1.0,Semiconductors
2020-03-12,47.99,50.09,45.37,45.54,40.3683677137882,50661745,0.0000,1.0,Semiconductors
2020-03-13,48.26,55.0,47.74,54.43,48.2487978625712,48805059,0.0000,1.0,Semiconductors
2020-03-16,47.51,52.25,43.63,44.61,39.5439807578413,53878939,0.0000,1.0,Semiconductors
2020-03-17,45.76,51.63,45.2,50.08,44.3927943589485,52085162,0.0000,1.0,Semiconductors
2020-03-18,46.71,50.05,45.2,47.61,42.2032935189604,49309879,0.0000,1.0,Semiconductors
2020-03-19,47.84,49.23,45.16,45.94,40.7229427486041,44538030,0.0000,1.0,Semiconductors
2020-03-20,46.51,49.42,45.47,45.83,40.6254346140297,52344045,0.0000,1.0,Semiconductors
2020-03-23,46.02,50.49,45.91,49.58,43.9495755654286,46698478,0.0000,1.0,Semiconductors
2020-03-24,53.14,54.64,51.35,52.4,46.4493295608806,50019753,0.0000,1.0,Semiconductors
2020-03-25,52.48,53.79,49.91,51.26,45.4387907116553,41106063,0.0000,1.0,Semiconductors
2020-03-26,51.74,55.95,51.66,55.54,49.2327435841853,41475406,0.0000,1.0,Semiconductors
2020-03-27,53.42,54.64,52.07,52.37,46.4227364332694,31633487,0.0000,1.0,Semiconductors
2020-03-30,52.99,56.1,52.83,55.49,49.1884217048333,31628610,0.0000,1.0,Semiconductors
2020-03-31,55.06,55.8,53.22,54.12,47.9740022105889,48081861,0.0000,1.0,Semiconductors
2020-04-01,52.5,54.69,51.43,51.88,45.98838201562,29586562,0.0000,1.0,Semiconductors
2020-04-02,51.29,54.56,51.22,54.35,48.177882855608,27809987,0.0000,1.0,Semiconductors
