,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Index
2020-01-02,330.0,334.48,329.17,334.43,334.43,1990496,0.0000,1.0,Software
2020-01-03,329.17,332.98,328.69,331.81,331.81,1579371,0.0000,1.0,Software
2020-01-06,328.29,333.91,328.19,333.71,333.71,1875122,0.0000,1.0,Software
2020-01-07,334.15,334.79,332.305,333.39,333.39,2507261,0.0000,1.0,Software
2020-01-08,333.81,339.23,333.4,337.87,337.87,2248531,0.0000,1.0,Software
2020-01-09,340.14,341.8099,338.19,340.45,340.45,1626380,0.0000,1.0,Software
2020-01-10,342.05,343.36,339.62,339.81,339.81,1481141,0.0000,1.0,Software
2020-01-13,341.54,345.73,341.22,345.63,345.63,1773390,0.0000,1.0,Software
2020-01-14,347.01,347.27,343.15,344.63,344.63,2274687,0.0000,1.0,Software
2020-01-15,346.42,347.5,342.46,342.94,342.94,2213374,0.0000,1.0,Software
2020-01-16,345.98,345.99,342.76,345.38,345.38,2439600,0.0000,1.0,Software
2020-01-17,349.0,349.95,346.3825,349.74,349.74,2536157,0.0000,1.0,Software
2020-01-21,346.37,352.37,345.62,350.0,350.0,2113656,0.0000,1.0,Software
2020-01-22,352.6,354.28,349.96,350.06,350.06,1600485,0.0000,1.0,Software
2020-01-23,351.02,352.16,347.85,351.76,351.76,2084658,0.0000,1.0,Software
2020-01-24,354.1,355.69,349.2,351.37,351.37,1640163,0.0000,1.0,Software
2020-01-27,341.04,349.9,340.4,346.9,346.9,2652030,0.0000,1.0,Software
2020-01-28,349.0,355.66,347.12,354.63,354.63,2270756,0.0000,1.0,Software
2020-01-29,356.6965,356.6965,351.36,351.66,351.66,1523203,0.0000,1.0,Software
2020-01-30,349.6935,356.82,349.6935,356.74,356.74,1834931,0.0000,1.0,Software
2020-01-31,355.84,355.84,348.296,351.14,351.14,3692938,0.0000,1.0,Software
2020-02-03,353.41,358.67,352.29,358.0,358.0,2693989,0.0000,1.0,Software
2020-02-04,363.43,367.444,360.45,366.74,366.74,3052967,0.0000,1.0,Software
2020-02-05,373.99,374.475,362.31,365.55,365.55,2463385,0.0000,1.0,Software
2020-02-06,366.16,368.25,363.01,367.46,367.46,2224882,0.0000,1.0,Software
2020-02-07,366.0,369.34,364.38,366.09,366.09,2092872,0.0000,1.0,Software
2020-02-10,365.44,370.81,365.22,370.0,370.0,2427076,0.0000,1.0,Software
