,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient
2020-03-24,1103.98,1133.33,1086.43,1130.01,56.4360053935278,3623435,0.0000,1.0
2020-03-25,1124.58,1146.17,1083.01,1101.62,55.0181257348325,4516162,0.0000,1.0
2020-03-26,1114.72,1171.48,1092.03,1162.92,58.0796270760801,3834422,0.0000,1.0
2020-03-27,1127.47,1151.05,1104.0,1110.26,55.4496326122938,3139661,0.0000,1.0
2020-03-30,1132.64,1151.0,1098.49,1146.31,57.250075081331,2936827,0.0000,1.0
2020-03-31,1148.73,1173.4,1136.72,1161.95,58.031182438217,3263971,0.0000,1.0
2020-04-01,1124.0,1129.42,1093.49,1102.1,55.0420983391359,2598519,0.0000,1.0
2020-04-02,1100.0,1122.77,1093.13,1117.03,55.7877462188231,2820534,0.0000,1.0
2020-04-03,1114.71,1118.79,1075.08,1092.7,54.5726348381942,2568694,0.0000,1.0
2020-04-06,1133.0,1190.75,1125.0,1183.19,59.0919701786428,3165991,0.0000,1.0
2020-04-07,1217.01,1220.78,1177.25,1182.56,59.0605061354945,3080955,0.0000,1.0
2020-04-08,1203.1,1214.9,1183.95,1207.0,60.281111237943,2016713,0.0000,1.0
2020-04-09,1218.18,1221.99,1192.42,1206.57,60.2596357799212,2701423,0.0000,1.0
2020-04-13,1201.5,1214.52,1182.33,1210.41,60.4514166143485,1935128,0.0000,1.0
2020-04-14,1239.97,1275.75,1228.54,1265.23,63.1892877975001,3167862,0.0000,1.0
2020-04-15,1246.51,1275.11,1234.0,1257.3,62.7932403972376,2111842,0.0000,1.0
2020-04-16,1267.14,1273.36,1238.2,1257.43,62.7997329775698,2894757,0.0000,1.0
2020-04-17,1281.7,1290.0,1266.0,1279.0,63.8770018834541,2552824,0.0000,1.0
2020-04-20,1269.89,1276.82,1256.44,1261.15,62.9855206609212,1764608,0.0000,1.0
2020-04-21,1242.71,1250.0,1205.0,1212.16,60.5388167342047,2482404,0.0000,1.0
2020-04-22,1241.11,1279.88,1237.2,1258.41,62.8486770446892,2315792,0.0000,1.0
2020-04-23,1265.74,1288.15,1260.53,1271.17,63.4859487757548,1710122,0.0000,1.0
2020-04-24,1255.0,1277.71,1244.0,1276.6,63.7571388619371,1872004,0.0000,1.0
2020-04-27,1292.0,1294.1,1265.06,1270.86,63.4704664688088,2209333,0.0000,1.0
2020-04-28,1283.2,1284.76,1230.38,1232.59,61.5591507048684,4035007,0.0000,1.0
2020-04-29,1345.0,1360.15,1326.73,1342.18,67.0323959248901,5417888,0.0000,1.0
2020-04-30,1331.36,1350.0,1321.5,1346.7,67.2581379487472,2792124,0.0000,1.0
2020-05-01,1324.09,1351.43,1309.66,1317.32,65.7908147936761,2443554,0.0000,1.0
2020-05-04,1308.13,1324.47,1296.01,1322.9,66.0694963187033,1540347,0.0000,1.0
2020-05-05,1337.5,1371.01,1335.03,1349.02,67.3740055362137,1983318,0.0000,1.0
2020-05-06,1358.0,1368.69,1345.13,1345.43,67.1947104331944,1586629,0.0000,1.0
2020-05-07,1361.31,1376.0,1352.54,1369.28,68.38584920952,1535819,0.0000,1.0
2020-05-08,1381.82,1396.64,1372.01,1384.34,69.1379896695394,1666487,0.0000,1.0
2020-05-11,1376.79,1415.53,1375.5,1403.59,70.0993909879573,1635856,0.0000,1.0
2020-05-12,1408.22,1414.33,1374.51,1375.18,68.6805124707494,1695874,0.0000,1.0
2020-05-13,1376.16,1385.33,1328.01,1348.33,67.3395449175275,2018404,0.0000,1.0
2020-05-14,1333.52,1357.37,1323.3,1356.86,67.7655580731693,1833017,0.0000,1.0
2020-05-15,1348.26,1374.58,1339.0,1373.06,68.5746334684093,2077199,0.0000,1.0
2020-05-18,1361.58,1392.76,1354.2,1385.18,69.1799417270704,2356449,0.0000,1.0
2020-05-19,1385.48,1392.49,1373.76,1374.4,68.6415569887563,1579250,0.0000,1.0
2020-05-20,1389.16,1412.03,1387.42,1409.16,70.3775730837281,1913133,0.0000,1.0
2020-05-21,1410.99,1416.46,1394.39,1406.75,70.2572106329547,1537428,0.0000,1.0
2020-05-22,1403.9,1417.0,1395.95,1413.24,70.5813402203071,1427206,0.0000,1.0
2020-05-26,1441.96,1445.11,1419.4,1421.37,70.987376205696,2229488,0.0000,1.0
2020-05-27,1420.0,1425.35,1394.6,1420.28,70.932938416757,1584185,0.0000,1.0
2020-05-28,1400.0,1444.46,1399.08,1418.24,70.8310548484675,1759787,0.0000,1.0
2020-05-29,1420.43,1436.73,1415.98,1433.52,71.594182752126,1852522,0.0000,1.0
2020-06-01,1425.7,1441.58,1422.28,1434.87,71.6616057017293,1259254,0.0000,1.0
2020-06-02,1435.0,1443.0,1421.61,1442.31,72.0331810684322,1172069,0.0000,1.0
2020-06-03,1442.7,1449.01,1431.62,1439.25,71.8803557159979,1386640,0.0000,1.0
2020-06-04,1436.78,1441.32,1406.01,1414.3,70.6342797214771,1349105,0.0000,1.0
2020-06-05,1415.64,1446.3,1407.62,1440.02,71.9188117687347,2132350,0.0000,1.0
2020-06-08,1426.28,1449.0,1424.48,1448.04,72.3193540323041,1693881,0.0000,1.0
2020-06-09,1445.24,1467.8,1442.36,1452.08,72.5211234518578,1681155,0.0000,1.0
2020-06-10,1461.51,1472.77,1454.36,1464.7,73.1514031733349,1588116,0.0000,1.0
2020-06-11,1441.03,1451.6,1398.41,1401.9,70.0149874436391,2357243,0.0000,1.0
2020-06-12,1425.86,1434.51,1385.8,1412.92,70.5653584841048,1833756,0.0000,1.0
2020-06-15,1389.49,1425.0,1387.2,1420.74,70.9559121625478,1527652,0.0000,1.0
2020-06-16,1449.0,1457.17,1428.99,1446.47,72.2409436390617,1534826,0.0000,1.0
2020-06-17,1452.94,1462.2,1435.13,1452.54,72.5440971976485,1530500,0.0000,1.0
2020-06-18,1449.85,1452.97,1426.24,1434.12,71.6241485075053,1743071,0.0000,1.0
2020-06-19,1440.0,1444.5,1419.0,1424.64,71.150689572513,2639167,0.0000,1.0
2020-06-22,1425.01,1450.95,1419.19,1450.66,72.4502044974602,1472072,0.0000,1.0
2020-06-23,1452.0,1475.2,1445.0,1463.98,73.1154442668797,1887583,0.0000,1.0
2020-06-24,1463.28,1475.79,1430.0,1432.7,71.5532295531077,1579579,0.0000,1.0
2020-06-25,1431.22,1442.32,1419.54,1441.1,71.9727501284173,1197907,0.0000,1.0
2020-06-26,1432.63,1437.02,1355.0,1362.54,68.0492338907597,4882014,0.0000,1.0
2020-06-29,1360.34,1398.0,1351.65,1397.17,69.7787574053992,2253678,0.0000,1.0
2020-06-30,1396.88,1424.0,1386.93,1418.05,70.8215656925974,2014320,0.0000,1.0
2020-07-01,1419.17,1448.48,1414.18,1442.0,72.0176987614862,2109566,0.0000,1.0
2020-07-02,1451.84,1488.52,1451.07,1469.93,73.4126046743907,2861202,0.0000,1.0
2020-07-06,1488.15,1510.0,1476.98,1499.65,74.8969084241767,2235630,0.0000,1.0
2020-07-07,1496.13,1521.32,1489.7,1489.92,74.4109637577764,2118194,0.0000,1.0
2020-07-08,1500.8,1511.17,1492.3,1503.6,75.0941829804235,1588304,0.0000,1.0
2020-07-09,1509.93,1529.14,1495.59,1518.66,75.8463234404429,2092013,0.0000,1.0
2020-07-10,1513.25,1541.34,1500.72,1539.01,76.8626619770561,1796063,0.0000,1.0
2020-07-13,1549.94,1576.36,1506.56,1512.23,75.5251904286285,2147729,0.0000,1.0
2020-07-14,1492.79,1522.8,1485.93,1520.86,75.9561978768335,1905405,0.0000,1.0
2020-07-15,1523.23,1536.33,1497.83,1516.88,75.7574250328178,1551326,0.0000,1.0
2020-07-16,1501.5,1515.91,1488.27,1514.92,75.6595368985788,1324228,0.0000,1.0
2020-07-17,1516.91,1523.43,1498.1,1516.85,75.7559267450488,1713251,0.0000,1.0
2020-07-20,1515.0,1569.01,1502.7,1563.84,78.1027448205011,1490634,0.0000,1.0
2020-07-21,1585.03,1587.05,1552.62,1555.92,77.7071968494949,1328089,0.0000,1.0
2020-07-22,1555.71,1566.98,1543.23,1564.85,78.1531871753895,1224100,0.0000,1.0
2020-07-23,1565.93,1570.35,1508.59,1516.75,75.7509324524856,1695498,0.0000,1.0
2020-07-24,1499.19,1515.4273,1487.59,1508.21,75.3244198675875,1495381,0.0000,1.0
2020-07-27,1513.26,1537.56,1512.33,1529.43,76.3842087495006,1356185,0.0000,1.0
2020-07-28,1525.0,1526.01,1500.52,1503.65,75.0966801267051,1545534,0.0000,1.0
2020-07-29,1505.0,1533.33,1503.01,1523.51,76.0885466297586,1133773,0.0000,1.0
2020-07-30,1497.97,1540.89,1495.17,1538.37,76.8306985046516,1802121,0.0000,1.0
2020-07-31,1497.05,1505.02,1454.0,1487.95,74.3125761942811,4576382,0.0000,1.0
2020-08-03,1491.0,1497.73,1471.72,1482.76,74.0533724102505,2276085,0.0000,1.0
2020-08-04,1486.71,1493.11,1464.03,1473.3,73.5809123337709,1860609,0.0000,1.0
2020-08-05,1476.82,1490.0,1471.215,1479.09,73.8700818731807,1457518,0.0000,1.0
2020-08-06,1476.15,1506.27,1471.9,1504.95,75.1616059300268,1665261,0.0000,1.0
2020-08-07,1509.04,1520.09,1486.27,1498.37,74.8329814793676,1386294,0.0000,1.0
2020-08-10,1490.8,1507.15,1477.4901,1496.82,74.7555699446379,1027329,0.0000,1.0
2020-08-11,1494.0,1510.44,1478.19,1480.54,73.9424991153473,1554853,0.0000,1.0
2020-08-12,1487.1245,1511.67,1485.0,1507.24,75.2759752297243,1126560,0.0000,1.0
2020-08-13,1508.21,1536.9744,1508.21,1516.65,75.7459381599224,1119711,0.0000,1.0
2020-08-14,1513.61,1519.785,1499.0,1504.63,75.1456241938245,1097059,0.0000,1.0
2020-08-17,1515.97,1523.78,1505.0,1516.24,75.7254615604132,998010,0.0000,1.0
2020-08-18,1526.12,1557.37,1521.665,1555.78,77.7002048399064,1418850,0.0000,1.0
2020-08-19,1552.49,1568.86,1540.0,1544.61,77.1423423605958,1523592,0.0000,1.0
2020-08-20,1539.97,1580.17,1534.46,1576.25,78.7225365275955,1319131,0.0000,1.0
2020-08-21,1571.8,1591.88,1562.31,1575.57,78.6885753381656,1742275,0.0000,1.0
2020-08-24,1592.47,1608.78,1575.04,1585.15,79.1670285657211,1281893,0.0000,1.0
2020-08-25,1580.1,1608.88,1577.88,1605.85,80.2008471263056,1257463,0.0000,1.0
2020-08-26,1606.3,1652.79,1600.9754,1644.13,82.1126623195023,2609363,0.0000,1.0
2020-08-27,1646.61,1647.99,1618.8137,1628.52,81.3330532503852,1567503,0.0000,1.0
2020-08-28,1629.47,1641.35,1625.605,1639.43,81.8779305690314,1121195,0.0000,1.0
2020-08-31,1643.57,1644.5,1625.33,1629.53,81.3834956052737,1321097,0.0000,1.0
2020-09-01,1632.16,1659.22,1629.53,1655.08,82.6595373551738,1133766,0.0000,1.0
2020-09-02,1668.01,1726.1022,1660.19,1717.39,85.7714810513098,2476072,0.0000,1.0
2020-09-03,1699.52,1700.0,1607.71,1629.51,81.382496746761,3186287,0.0000,1.0
2020-09-04,1609.0,1634.99,1537.9701,1581.21,78.9702534387307,2792533,0.0000,1.0
2020-09-08,1525.0,1555.55,1516.5,1523.6,76.0930414930655,2701586,0.0000,1.0
2020-09-09,1548.9,1558.72,1525.17,1547.23,77.2731928257519,1962078,0.0000,1.0
2020-09-10,1550.18,1573.66,1520.0,1526.05,76.2154016608641,1651194,0.0000,1.0
2020-09-11,1528.15,1538.695,1493.02,1515.76,75.7014889561098,1535337,0.0000,1.0
2020-09-14,1531.6471,1557.0,1505.11,1508.83,75.3553844814794,2133007,0.0000,1.0
2020-09-15,1527.89,1550.99,1522.1,1535.12,76.6683839963472,1152055,0.0000,1.0
2020-09-16,1542.48,1554.37,1511.59,1512.09,75.51819841904,1107169,0.0000,1.0
2020-09-17,1485.81,1498.66,1462.46,1487.04,74.2671281319559,2000356,0.0000,1.0
2020-09-18,1488.3,1495.2,1431.62,1451.09,72.471679955482,3152788,0.0000,1.0
2020-09-21,1431.62,1440.06,1402.68,1430.14,71.4253756634895,2845405,0.0000,1.0
2020-09-22,1450.32,1463.97,1429.495,1459.82,72.9076816962502,1697542,0.0000,1.0
2020-09-23,1452.09,1453.08,1402.68,1409.39,70.3890599566235,1886299,0.0000,1.0
2020-09-24,1402.68,1437.99,1402.15,1422.86,71.0617911648878,1727611,0.0000,1.0
2020-09-25,1425.05,1445.94,1407.68,1439.06,71.8708665601278,1516677,0.0000,1.0
2020-09-28,1471.99,1472.99,1446.28,1458.66,72.849747902517,1539236,0.0000,1.0
2020-09-29,1463.91,1472.0,1454.0,1466.02,73.2173278351692,1591112,0.0000,1.0
2020-09-30,1460.935,1486.1975,1455.755,1465.6,73.1963518064037,2046170,0.0000,1.0
2020-10-01,1483.6608,1495.07,1476.8,1487.9,74.3100790479995,1644221,0.0000,1.0
2020-10-02,1459.63,1479.03,1447.35,1455.6,72.6969225500827,1561132,0.0000,1.0
2020-10-05,1462.65,1484.7,1460.09,1482.83,74.0568684150448,1080058,0.0000,1.0
2020-10-06,1475.5,1484.52,1445.01,1451.02,72.4681839506877,1304752,0.0000,1.0
2020-10-07,1459.31,1468.97,1433.23,1459.14,72.8737205068204,1805448,0.0000,1.0
2020-10-08,1465.45,1488.0275,1465.45,1483.43,74.0868341704241,1303802,0.0000,1.0
2020-10-09,1492.86,1511.85,1487.0,1510.45,75.4362920210034,1648340,0.0000,1.0
2020-10-12,1538.0,1588.42,1529.3,1564.59,78.1402020147252,2767164,0.0000,1.0
2020-10-13,1577.01,1585.16,1558.63,1567.07,78.2640604702928,1953609,0.0000,1.0
2020-10-14,1574.6,1583.85,1545.895,1563.44,78.0827676502483,1659228,0.0000,1.0
2020-10-15,1544.5,1571.395,1541.1301,1555.47,77.6847225329604,1561485,0.0000,1.0
2020-10-16,1561.83,1577.71,1557.66,1567.7,78.295524513441,1710325,0.0000,1.0
2020-10-19,1575.93,1583.925,1522.92,1529.95,76.4101790708293,1486652,0.0000,1.0
2020-10-20,1523.11,1573.84,1520.5,1551.08,77.4654730894355,2085915,0.0000,1.0
2020-10-21,1569.85,1615.14,1567.135,1585.99,79.2089806232521,3016053,0.0000,1.0
2020-10-22,1585.0,1613.42,1577.48,1606.66,80.2413008960676,1525773,0.0000,1.0
2020-10-23,1615.05,1634.12,1611.91,1632.98,81.5557986987044,1527402,0.0000,1.0
2020-10-26,1615.0,1629.58,1567.78,1584.29,79.1240776496775,1791317,0.0000,1.0
2020-10-27,1588.9319,1602.0,1576.99,1598.88,79.8527449346498,1295138,0.0000,1.0
2020-10-28,1550.01,1553.81,1508.48,1510.8,75.4537720449746,2258675,0.0000,1.0
2020-10-29,1517.02,1588.735,1516.55,1556.88,77.7551420581017,2770343,0.0000,1.0
2020-10-30,1667.44,1681.315,1601.57,1616.11,80.7132615432909,4996197,0.0000,1.0
2020-11-02,1623.54,1658.24,1614.24,1624.32,81.1232929627304,2211449,0.0000,1.0
2020-11-03,1630.76,1659.0,1612.108,1645.66,82.1890749957194,1571641,0.0000,1.0
2020-11-04,1705.5803,1770.03,1703.0,1745.85,87.1928567147994,3567149,0.0000,1.0
2020-11-05,1770.45,1791.818,1741.03,1762.5,88.0244064265738,1987907,0.0000,1.0
2020-11-06,1751.34,1768.495,1736.68,1759.73,87.8860645225729,1431084,0.0000,1.0
2020-11-09,1795.98,1816.89,1757.545,1761.42,87.9704680668912,2672024,0.0000,1.0
2020-11-10,1729.77,1759.38,1716.12,1737.72,86.7868207294104,2151058,0.0000,1.0
2020-11-11,1748.4,1762.9,1743.06,1747.23,87.2617779521717,1591906,0.0000,1.0
2020-11-12,1742.0,1764.98,1737.97,1742.82,87.0415296501341,1324363,0.0000,1.0
2020-11-13,1748.0,1777.13,1735.98,1772.26,88.5118493807431,1487877,0.0000,1.0
2020-11-16,1764.14,1794.34,1761.33,1774.03,88.6002483591119,1273393,0.0000,1.0
2020-11-17,1767.86,1777.14,1759.49,1761.66,87.9824543690429,1066034,0.0000,1.0
2020-11-18,1756.64,1765.0,1738.5658,1740.64,86.9326540722561,1005377,0.0000,1.0
2020-11-19,1733.23,1763.49,1730.02,1758.57,87.8281307288397,1005340,0.0000,1.0
2020-11-20,1762.0,1768.3625,1735.0,1736.38,86.7198972090634,1385322,0.0000,1.0
2020-11-23,1740.22,1745.99,1710.18,1727.56,86.2794006049883,1127618,0.0000,1.0
2020-11-24,1727.5,1766.475,1720.73,1763.9,88.0943265224588,1360436,0.0000,1.0
2020-11-25,1767.81,1770.38,1748.36,1764.13,88.1058133953541,979957,0.0000,1.0
2020-11-27,1764.54,1797.01,1764.54,1787.02,89.2490069630729,739507,0.0000,1.0
2020-11-30,1775.65,1780.335,1747.84,1754.4,87.6198687289538,1620887,0.0000,1.0
2020-12-01,1766.655,1821.7199,1763.03,1795.36,89.6655309628446,1861965,0.0000,1.0
2020-12-02,1795.36,1832.74,1785.1695,1824.97,91.144340990811,1471235,0.0000,1.0
2020-12-03,1820.54,1843.83,1817.0,1821.84,90.9880196335825,1236366,0.0000,1.0
2020-12-04,1820.22,1829.4994,1813.59,1823.76,91.0839100507962,1027242,0.0000,1.0
2020-12-07,1815.55,1829.29,1803.04,1817.03,90.7477941612921,1114391,0.0000,1.0
2020-12-08,1808.52,1815.97,1791.28,1811.33,90.4631194851892,996768,0.0000,1.0
2020-12-09,1810.36,1828.37,1762.0001,1777.86,88.7915297642828,1586426,0.0000,1.0
2020-12-10,1762.6,1774.99,1733.527,1767.65,88.2816124935791,1434416,0.0000,1.0
2020-12-11,1760.0,1777.31,1752.74,1774.8,88.6387044118486,931431,0.0000,1.0
2020-12-14,1770.72,1789.8,1749.13,1752.26,87.5129908681011,1652471,0.0000,1.0
2020-12-15,1759.86,1764.0,1741.67,1761.08,87.9534874721762,1068292,0.0000,1.0
2020-12-16,1769.11,1769.11,1749.06,1757.19,87.7592094914674,1233836,0.0000,1.0
2020-12-17,1763.93,1766.71,1731.15,1740.51,86.926161491924,1744005,0.0000,1.0
2020-12-18,1746.1702,1748.36,1715.0,1726.22,86.2124770846413,4262837,0.0000,1.0
2020-12-21,1709.13,1737.0,1694.0,1734.56,86.629001084413,1698707,0.0000,1.0
2020-12-22,1729.33,1732.6123,1705.78,1720.22,85.9128195308487,1018829,0.0000,1.0
2020-12-23,1723.93,1744.11,1721.2,1728.23,86.3128623651618,1148684,0.0000,1.0
2020-12-24,1729.0,1742.41,1724.35,1734.16,86.6090239141601,465638,0.0000,1.0
2020-12-28,1744.91,1787.0,1741.82,1773.96,88.5967523543177,1379642,0.0000,1.0
2020-12-29,1787.23,1788.47,1755.11,1757.76,87.7876769590777,986287,0.0000,1.0
2020-12-30,1765.0,1767.76,1728.0,1736.25,86.7134046287312,1051308,0.0000,1.0
2020-12-31,1737.27,1757.5,1736.09,1752.64,87.5319691798413,1053479,0.0000,1.0
2021-01-04,1760.0,1762.4899,1707.14,1726.13,86.2079822213344,1866195,0.0000,1.0
2021-01-05,1725.09,1746.83,1716.9,1740.05,86.9031877461332,1017962,0.0000,1.0
2021-01-06,1700.255,1743.965,1696.1014,1722.88,86.0456677130301,2329401,0.0000,1.0
2021-01-07,1726.76,1777.82,1726.76,1774.34,88.6157306660579,2096829,0.0000,1.0
2021-01-08,1777.16,1799.355,1761.22,1797.83,89.7888899891559,1774226,0.0000,1.0
2021-01-11,1777.02,1784.38,1752.14,1756.29,87.7142608583985,1740618,0.0000,1.0
2021-01-12,1745.36,1767.9,1716.375,1737.43,86.7723372809771,1460563,0.0000,1.0
2021-01-13,1727.32,1756.39,1727.32,1747.25,87.2627768106843,1171590,0.0000,1.0
2021-01-14,1748.87,1767.5499,1726.07,1730.92,86.4472088351121,1460617,0.0000,1.0
2021-01-15,1729.02,1747.62,1711.71,1727.62,86.2823971805262,1572214,0.0000,1.0
2021-01-19,1743.0,1803.84,1732.83,1784.47,89.121652502711,2082951,0.0000,1.0
2021-01-20,1826.37,1899.7234,1819.51,1880.07,93.8961961931396,3207570,0.0000,1.0
2021-01-21,1893.65,1932.08,1879.41,1884.15,94.0999633297186,2932973,0.0000,1.0
2021-01-22,1891.46,1904.39,1876.495,1892.56,94.5199833342846,1637195,0.0000,1.0
2021-01-25,1912.74,1921.82,1859.16,1894.28,94.6058851663718,2529346,0.0000,1.0
2021-01-26,1885.99,1915.75,1876.13,1907.95,95.2886049597626,1573078,0.0000,1.0
2021-01-27,1874.91,1880.47,1797.28,1818.94,90.8431851492495,4125631,0.0000,1.0
2021-01-28,1831.0,1887.99,1831.0,1853.2,92.5542297814052,2763905,0.0000,1.0
2021-01-29,1834.02,1847.535,1801.5601,1827.36,91.2637045830717,2226509,0.0000,1.0
2021-02-01,1844.585,1915.54,1844.585,1893.07,94.5454542263569,2012603,0.0000,1.0
2021-02-02,1913.13,1949.37,1906.37,1919.12,95.8464674390731,3108776,0.0000,1.0
2021-02-03,2065.61,2106.6234,2013.55,2058.88,102.826490725415,4894082,0.0000,1.0
2021-02-04,2060.6156,2069.3,2035.1,2053.63,102.564290365847,2429780,0.0000,1.0
2021-02-05,2059.56,2095.94,2050.0,2088.83,104.322281348097,1493256,0.0000,1.0
2021-02-08,2100.0,2115.0,2063.35,2084.52,104.107027338622,1441443,0.0000,1.0
2021-02-09,2074.8,2098.51,2070.0,2075.39,103.651048427601,1093053,0.0000,1.0
2021-02-10,2083.14,2098.88,2052.24,2086.48,104.204915472861,1252689,0.0000,1.0
2021-02-11,2091.0,2094.0,2068.86,2088.75,104.318285914046,1024029,0.0000,1.0
2021-02-12,2079.77,2099.5,2073.57,2095.03,104.631927487016,949525,0.0000,1.0
2021-02-16,2091.75,2145.14,2091.75,2110.7,105.414533131671,1550195,0.0000,1.0
2021-02-17,2093.98,2122.4434,2088.35,2118.62,105.810081102677,986524,0.0000,1.0
2021-02-18,2105.0,2121.99,2093.33,2105.81,105.17031222533,1128549,0.0000,1.0
2021-02-19,2107.79,2118.58,2083.43,2088.81,104.321282489584,1896939,0.0000,1.0
2021-02-22,2053.6,2080.33,2048.0,2054.26,102.595754408995,1458920,0.0000,1.0
2021-02-23,2013.99,2072.5,1990.23,2060.12,102.888419953199,1732899,0.0000,1.0
2021-02-24,2030.04,2088.32,2027.53,2083.81,104.071567861423,1130437,0.0000,1.0
2021-02-25,2055.93,2083.0,2006.49,2015.95,100.682440928029,2047513,0.0000,1.0
